,gal_lat_deg,b,theta
466,17.99,-0.111,2.1333333333333333
467,18.067999999999998,-0.012,3.066666666666667
468,18.076,0.068,2.533333333333333
469,18.096,-0.321,2.6
470,18.137,0.017,3.966666666666667
471,18.144000000000002,0.18,2.3
472,18.145,-0.28,6.1
473,18.152,0.091,3.1
474,18.166,0.337,1.4333333333333333
475,18.187,-0.415,7.533333333333333
476,18.195,-0.171,2.1333333333333333
477,18.215999999999998,-0.22399999999999998,1.9
478,18.219,0.39799999999999996,5.8
479,18.230999999999998,-0.25,2.3333333333333335
480,18.243,-0.218,2.0
481,18.253,-0.298,6.833333333333333
482,18.305,-0.391,2.0
483,18.329,0.024,3.2
484,18.426,1.923,102.36666666666666
485,18.441,0.013000000000000001,1.1
486,18.442999999999998,-0.006,0.5
487,18.451,-0.016,2.1333333333333333
488,18.461,-0.003,0.9333333333333333
489,18.584,0.344,1.4
490,18.594,0.322,6.233333333333333
491,18.63,0.309,1.4
492,18.632,-0.49200000000000005,6.4
493,18.632,0.256,2.2666666666666666
494,18.657,-0.055999999999999994,2.7333333333333334
495,18.665,0.028999999999999998,0.5666666666666667
496,18.67,1.965,9.066666666666666
497,18.677,-0.23600000000000002,2.3
498,18.711,0.0,1.5
499,18.72,-0.233,0.5
500,18.726,-0.045,24.9
501,18.741,0.251,2.2666666666666666
502,18.75,-0.535,2.1333333333333333
503,18.761,0.263,0.6666666666666666
504,18.762,0.27,0.6666666666666666
505,18.766,0.263,0.6666666666666666
506,18.825,-0.467,1.6666666666666667
507,18.832,-0.3,1.4
508,18.881,-0.493,3.6333333333333333
509,18.884,0.049,2.2333333333333334
510,18.914,-0.32899999999999996,25.766666666666666
511,18.95,-0.491,3.8
512,18.977999999999998,0.031,9.166666666666666
513,19.003,-0.085,0.8
514,19.003,0.128,0.9
515,19.031,0.424,2.566666666666667
516,19.045,-0.588,4.0
517,19.064,-0.282,2.6333333333333333
518,19.078,-0.29100000000000004,1.0333333333333334
519,19.096,-0.718,5.233333333333333
520,19.111,-0.603,8.166666666666666
521,19.123,-0.262,2.1666666666666665
522,19.146,0.355,0.9
523,19.146,0.355,0.9
524,19.154,-0.309,3.1333333333333333
525,19.167,-0.017,3.433333333333333
526,19.366,-0.028999999999999998,1.0666666666666667
527,19.465999999999998,0.168,9.566666666666666
528,19.474,0.16899999999999998,1.2666666666666666
529,19.480999999999998,0.156,1.7333333333333334
530,19.49,0.135,1.7333333333333334
531,19.494,-0.205,0.6333333333333333
532,19.494,-0.149,3.8666666666666667
533,19.505,-0.193,1.7
534,19.517,0.084,1.9333333333333333
535,19.554000000000002,-0.248,6.366666666666666
536,19.588,-0.049,2.066666666666667
537,19.594,0.024,1.4
538,19.605,-0.905,2.0
539,19.609,-0.23800000000000002,2.8666666666666667
540,19.629,-0.094,10.9
541,19.667,-0.308,2.3666666666666667
542,19.676,-0.225,7.033333333333333
543,19.677,-0.133,2.0
544,19.698,-0.268,0.8333333333333334
545,19.715999999999998,-0.261,1.9333333333333333
546,19.727999999999998,-0.113,1.4
547,19.741,0.28,1.4
548,19.755,-0.128,2.1666666666666665
549,19.781,0.287,3.7
550,19.783,-0.628,16.233333333333334
551,19.817999999999998,0.01,3.7333333333333334
552,19.971,0.419,1.5666666666666667
553,20.070999999999998,-0.14300000000000002,1.0666666666666667
554,20.077,-0.14,1.0666666666666667
555,20.084,-0.134,1.0666666666666667
556,20.098,-0.12300000000000001,1.4
557,20.15,-0.335,18.833333333333332
558,20.227,0.11,2.3666666666666667
559,20.320999999999998,0.076,1.6333333333333333
560,20.33,-0.057999999999999996,2.066666666666667
561,20.363,-0.013999999999999999,1.4
562,20.387,-0.018000000000000002,1.7666666666666666
563,20.427,-0.07400000000000001,4.3
564,20.433,0.35700000000000004,1.4
565,20.456,-0.025,3.2666666666666666
566,20.458,0.022000000000000002,3.466666666666667
567,20.49,-0.083,2.3333333333333335
568,20.541999999999998,-0.179,6.033333333333333
569,20.551,0.053,1.3666666666666667
570,20.576,0.10400000000000001,3.2
571,20.71,-0.289,2.433333333333333
572,20.728,-0.259,8.266666666666667
573,20.729,-0.10400000000000001,13.233333333333333
574,20.75,-0.09,1.0
575,20.761999999999997,-0.065,1.0
576,20.855,0.174,1.2
577,20.962,-0.075,0.6666666666666666
578,20.967,-0.455,30.733333333333334
579,20.974,-0.07200000000000001,0.7666666666666667
580,20.988000000000003,0.092,4.333333333333333
581,21.004,-0.055999999999999994,1.4
582,21.185,-0.342,1.8333333333333333
583,21.191,-0.32,1.4333333333333333
584,21.25,-0.304,4.3
585,21.29,-0.14,4.2
586,21.348000000000003,-0.542,7.4
587,21.348000000000003,-0.136,2.533333333333333
588,21.357,-0.17800000000000002,1.7
589,21.386,-0.254,1.9
590,21.404,-0.237,2.7333333333333334
591,21.427,-0.546,2.0
592,21.451,-0.59,4.066666666666666
593,21.494,-0.158,1.4
594,21.496,-0.462,2.2
595,21.521,-0.253,3.8
596,21.56,-0.10800000000000001,5.833333333333333
597,21.596,-0.161,0.8333333333333334
598,21.596999999999998,-0.161,0.8333333333333334
599,21.603,-0.16899999999999998,1.0333333333333334
600,21.634,-0.002,3.7666666666666666
601,21.688000000000002,0.07400000000000001,2.5
602,21.746,-0.034,2.8333333333333335
603,21.81,-0.055999999999999994,5.0
604,21.826999999999998,0.043,4.833333333333333
605,21.87,-0.161,3.933333333333333
606,21.873,-0.043,3.3333333333333335
607,21.873,0.006,2.0
608,21.884,-0.317,11.7
609,21.930999999999997,0.10400000000000001,2.533333333333333
610,21.94,-0.131,1.6333333333333333
611,21.948,0.08,8.433333333333334
612,21.976,0.049,2.0
613,22.026,0.213,3.3666666666666667
614,22.090999999999998,-0.11699999999999999,31.4
615,22.357,0.064,2.0
616,22.414,-0.33399999999999996,8.366666666666667
617,22.425,0.337,20.533333333333335
618,22.478,-0.013999999999999999,22.0
619,22.496,-0.26,7.766666666666667
620,22.585,-1.08,26.866666666666667
621,22.724,-0.01,1.4
622,22.73,-0.239,1.9333333333333333
623,22.756999999999998,-0.24600000000000002,2.3666666666666667
624,22.761999999999997,-0.49200000000000005,5.233333333333333
625,22.78,-0.401,3.3
626,22.791,-0.34700000000000003,10.933333333333334
627,22.879,0.645,14.066666666666666
628,22.948,0.04,1.4
629,22.953000000000003,-0.317,1.4333333333333333
630,22.988000000000003,-0.155,3.8666666666666667
631,22.989,-0.359,5.033333333333333
632,23.011999999999997,-0.42100000000000004,1.3
633,23.041999999999998,-0.39899999999999997,5.033333333333333
634,23.066999999999997,0.38,1.1333333333333333
635,23.094,-1.401,39.6
636,23.096999999999998,0.527,13.133333333333333
637,23.156,-0.321,1.1666666666666667
638,23.156999999999996,-0.263,4.233333333333333
639,23.180999999999997,-0.452,1.9333333333333333
640,23.195999999999998,-0.001,2.0
641,23.24,-0.24,3.7666666666666666
642,23.24,-0.114,0.7
643,23.25,-0.312,5.333333333333333
644,23.258000000000003,-0.452,6.5
645,23.264,0.078,2.0
646,23.271,-0.256,0.9
647,23.276999999999997,0.314,4.9
648,23.3,-0.28,1.0333333333333334
649,23.316999999999997,-0.3,1.2333333333333334
650,23.375999999999998,0.452,3.4
651,23.389,-0.14800000000000002,5.233333333333333
652,23.424,-0.215,3.2
653,23.436,-0.153,0.9333333333333333
654,23.439,-0.24100000000000002,1.5666666666666667
655,23.44,-0.187,2.2
656,23.455,-0.201,0.5666666666666667
657,23.456999999999997,1.5830000000000002,5.633333333333334
658,23.458000000000002,-0.179,1.4
659,23.458000000000002,0.066,1.4
660,23.483,0.09699999999999999,0.4
661,23.497,-0.21,2.8666666666666667
662,23.513,-0.244,1.4
663,23.569000000000003,1.5819999999999999,3.9
664,23.572,-0.019,11.7
665,23.581,-0.4,12.166666666666666
666,23.585,0.028999999999999998,1.4
667,23.601,-0.20199999999999999,2.4
668,23.660999999999998,-0.252,1.8666666666666667
669,23.689,0.377,23.233333333333334
670,23.69,-0.205,1.9
671,23.703000000000003,-0.196,0.7666666666666667
672,23.706,0.166,1.5333333333333334
673,23.708000000000002,0.174,5.7
674,23.708000000000002,-0.205,1.3666666666666667
675,23.713,0.17600000000000002,1.4666666666666666
676,23.737,-0.02,1.8333333333333333
677,23.741,-0.182,1.2
678,23.771,0.15,1.1
679,23.787,0.22399999999999998,6.3
680,23.84,0.099,1.7666666666666666
681,23.848000000000003,-0.128,1.4
682,23.862,-0.125,0.8666666666666667
683,23.873,-0.11900000000000001,2.0
684,23.881,-0.349,1.5
685,23.886999999999997,0.177,1.6
686,23.897,0.064,0.8333333333333334
687,23.906999999999996,0.07400000000000001,1.6333333333333333
688,23.958000000000002,0.149,3.2333333333333334
689,23.962,0.17300000000000001,1.9333333333333333
690,23.965999999999998,0.12300000000000001,3.2333333333333334
691,23.980999999999998,-0.11,1.5666666666666667
692,23.987,-0.08900000000000001,0.9666666666666667
693,24.003,-0.102,1.7666666666666666
694,24.02,0.191,1.4
695,24.081999999999997,0.121,4.5
696,24.094,0.456,2.1666666666666665
697,24.115,-0.183,10.8
698,24.125999999999998,-0.066,3.966666666666667
699,24.138,0.12300000000000001,2.933333333333333
700,24.139,0.43200000000000005,5.366666666666666
701,24.153000000000002,0.163,0.9666666666666667
702,24.153000000000002,-0.01,1.4
703,24.166,0.251,2.0
704,24.175,0.40399999999999997,1.5666666666666667
705,24.184,0.12,1.1666666666666667
706,24.185,0.212,5.933333333333334
707,24.188000000000002,-0.037000000000000005,2.4
708,24.195999999999998,0.243,1.2333333333333334
709,24.197,0.249,0.7333333333333333
710,24.206999999999997,-0.094,4.533333333333333
711,24.217,-0.044000000000000004,2.0
712,24.273000000000003,0.078,2.6333333333333333
